molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3670375,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,7.0
CHEMBL3670376,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ncc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,150.0
CHEMBL3670377,C[C@@]1(c2cc(NC(=O)c3ncc(OC(F)F)cc3Cl)ncc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,410.0
CHEMBL3670378,Cc1cc(C#N)cnc1C(=O)Nc1cc([C@]2(C)COC(CF)(CF)C(N)=N2)c(F)cn1,380.0
CHEMBL3670379,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)n1,33.0
CHEMBL3670380,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)COCC(N)=N2)n1,1500.0
CHEMBL3670381,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)n2)c(Cl)c1,42.0
CHEMBL3670382,Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)n2)c(C)n1,230.0
CHEMBL3670383,C[C@@]1(c2nc(NC(=O)c3ncc(OCCCF)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,200.0
CHEMBL3670384,COCCn1ccc2nc(C(=O)Nc3ccc(F)c([C@]4(C)CO[C@@](C)(C(F)(F)F)C(N)=N4)n3)c(N)nc21,1200.0
CHEMBL3670385,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,40.0
CHEMBL3670386,C[C@@]1(c2nc(NC(=O)c3nc4ccn(CC(F)F)c4nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,10000.0
CHEMBL3670387,C[C@@]1(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,10.0
CHEMBL3670388,C[C@@]1(c2nc(NC(=O)c3nc4ccn(CC(F)F)c4cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,10000.0
CHEMBL3670389,COCCn1ccc2nc(C(=O)Nc3ccc(F)c([C@]4(C)CO[C@@](C)(C(F)(F)F)C(N)=N4)n3)c(Cl)cc21,7300.0
CHEMBL3670299,COc1cnc(C(=O)Nc2cccc(C3(C4CCCCC4)CSC(N)=N3)c2)cn1,514.0
CHEMBL3670300,NC1=NC(c2cccc(NC(=O)c3ccc(O)cn3)c2)(C2CCCCC2)CS1,966.0
CHEMBL3639691,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C=CSC(N)=N1,10.0
CHEMBL3670301,CC(C)=C1C[C@@](C)(c2cc(NC(=O)c3cnc(C)cn3)ccc2F)N=C(N)S1,95.0
CHEMBL3670302,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CC(=C(C)C)SC(N)=N3)c2)cn1,19.0
CHEMBL3670303,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SC=C3C)c2)cn1,572.0
CHEMBL3670304,CC1=CSC(N)=N[C@]1(C)c1cc(NC(=O)c2cnc(C)cn2)ccc1F,5280.0
CHEMBL3670305,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SC=C3C)c2)cn1,54.0
CHEMBL3670306,COCCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)nc1,73.0
CHEMBL3670307,Cc1cc(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)n(C)n1,96.0
CHEMBL3670308,C[C@@]1(c2cc(NC(=O)c3cnc(-c4ncco4)cn3)ccc2F)C=CSC(N)=N1,304.0
CHEMBL3670309,C[C@@]1(c2cc(NC(=O)c3ccc(-c4ccc[nH]4)cn3)ccc2F)C=CSC(N)=N1,97.0
CHEMBL3670310,Cc1cnc(C(=O)Nc2cccc(C3(C(F)(F)F)CCSC(N)=N3)c2)cn1,2130.0
CHEMBL3670311,NC1=NC(c2cccc(NC(=O)c3cnc(OCCF)cn3)c2)(C(F)(F)F)CCS1,611.0
CHEMBL3670312,[C-]#[N+]c1ccc(C(=O)Nc2cccc(C3(C(F)(F)F)CCSC(N)=N3)c2)nc1,91.0
CHEMBL3670313,COc1cnc(C(=O)Nc2cccc(C3(C(F)(F)F)CCSC(N)=N3)c2)cn1,273.0
CHEMBL3670314,C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(OC)cn3)ccc2F)N=C(N)S1,16.0
CHEMBL3670315,C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(C)cn3)ccc2F)N=C(N)S1,76.0
CHEMBL3670316,NC1=NC(c2cccc(F)c2)(c2cccc(NC(=O)c3ncc(Cl)cc3Cl)c2)CS1,352.0
CHEMBL3670317,COc1ccc(C2(c3cccc(NC(=O)c4ncc(Cl)cc4Cl)c3)CSC(N)=N2)cc1O,186.0
CHEMBL3670318,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)C=CSC(N)=N1,19.0
CHEMBL3670319,Cn1ccnc1COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)cn1,243.0
CHEMBL3670320,C[C@@]1(c2cc(NC(=O)c3cnc(OCc4ncc[nH]4)cn3)ccc2F)C=CSC(N)=N1,169.0
CHEMBL3670321,C[C@@]1(c2cc(NC(=O)c3cc4n(n3)CCN4)ccc2F)C=CSC(N)=N1,435.0
CHEMBL3670322,C[C@@]1(c2cc(NC(=O)c3cnc(NS(C)(=O)=O)cn3)ccc2F)C=CSC(N)=N1,296.0
CHEMBL3670323,C[C@@]1(c2cc(NC(=O)c3cnc(-n4cncn4)cn3)ccc2F)C=CSC(N)=N1,36.0
CHEMBL3670324,C[C@@]1(c2cc(NC(=O)c3cnc(-n4ccnn4)cn3)ccc2F)C=CSC(N)=N1,250.0
CHEMBL3670325,C[C@@]1(c2cc(NC(=O)c3cnc(-n4nccn4)cn3)ccc2F)C=CSC(N)=N1,234.0
CHEMBL3670326,Cc1ncnn1-c1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)cn1,697.0
CHEMBL3670327,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C=CSC(N)=N1,62.0
CHEMBL3670328,C[C@@]1(c2cc(NC(=O)c3ncc(Br)cn3)ccc2F)C=CSC(N)=N1,24.0
CHEMBL3670329,Cc1c(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)oc2ccc(Br)cc12,7.0
CHEMBL3670330,C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(OC)cn3)cnc2Cl)N=C(N)S1,14.0
CHEMBL3670331,C=C1C[C@@](C)(c2cc(NC(=O)c3ncc(C#N)cc3F)cnc2Cl)N=C(N)S1,22.0
CHEMBL3670332,C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(OC)cn3)cnc2C)N=C(N)S1,36.0
CHEMBL3670333,C=C1C[C@@](C)(c2cncc(NC(=O)c3cnc(OC)cn3)c2)N=C(N)S1,63.0
CHEMBL3670334,C=C1C[C@@](C)(c2cncc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)c2)N=C(N)S1,102.0
CHEMBL3694256,Cc1nc(CN(C)C(=O)c2cccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)C3NCCN(Cc4ccccc4)C3=O)c2)cs1,10000.0
CHEMBL3690084,COCCOc1cnc(C(=O)Nc2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)cn1,14.0
CHEMBL3690085,C#CCOc1cnc(C(=O)Nc2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)cn1,56.0
CHEMBL3690086,CC#CCOc1cnc(C(=O)Nc2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)cn1,12.0
CHEMBL3690087,CN1C(=O)CC(C)(c2cccc(NC(=O)c3cnc(Cl)cn3)c2)N=C1N,37.0
CHEMBL3690088,COc1cnc(C(=O)Nc2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)cn1,42.0
CHEMBL3690089,COc1cnc(C(=O)Nc2cccc(CNc3cccnc3N)c2)cn1,1985.0
CHEMBL3690090,COCCOc1cnc(C(=O)Nc2cccc(CNc3cccnc3N)c2)cn1,3176.0
CHEMBL3690091,C#CCOc1cnc(C(=O)Nc2cccc(CNc3cccnc3N)c2)cn1,180.0
CHEMBL3690092,CC#CCOc1cnc(C(=O)Nc2cccc(CNc3cccnc3N)c2)cn1,73.0
CHEMBL3705027,NC1=N[C@@]2(c3ccccc3)CN(c3ncc(F)cn3)C[C@H]2CS1,64.4
CHEMBL3705028,NC1=N[C@@]2(c3cccs3)CN(c3ncc(F)cn3)C[C@H]2CS1,77.3
CHEMBL3704998,NC1=N[C@@]2(c3ccns3)CN(c3ncc(F)cn3)C[C@H]2CS1,172.0
CHEMBL3705029,NC1=N[C@@]2(c3ccc(F)s3)CN(c3ncccn3)C[C@H]2CS1,166.0
CHEMBL3705030,N#Cc1ccc([C@]23CN(c4ncc(F)cn4)C[C@H]2CSC(N)=N3)s1,110.0
CHEMBL3704999,NC1=N[C@@]2(c3ccc(F)s3)CN(c3ncc(F)cn3)C[C@H]2CS1,91.2
CHEMBL3653339,CC1(c2cccc(NC(=O)c3ccco3)c2)COCC(N)=N1,1300.0
CHEMBL3653340,CC1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)COCC(N)=N1,140.0
CHEMBL3653341,C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)COCC(N)=N1,70.0
CHEMBL3653342,C[C@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)COCC(N)=N1,10000.0
CHEMBL3653343,Cc1nc(C(=O)Nc2cccc(C3(C)COCC(N)=N3)c2)co1,640.0
CHEMBL3653344,Cc1cnc(C(=O)Nc2cccc(C3(C)COCC(N)=N3)c2)cn1,4700.0
CHEMBL3653345,CC1(c2cccc(NC(=O)c3ncc(Br)cn3)c2)COCC(N)=N1,540.0
CHEMBL3653346,CC1(c2cccc(NC(=O)c3cn4ccccc4n3)c2)COCC(N)=N1,10000.0
CHEMBL3653347,CC1(c2cccc(NC(=O)c3ncccc3F)c2)COCC(N)=N1,2300.0
CHEMBL3653348,Cc1nc(C(=O)Nc2cccc(C3(C)COCC(N)=N3)c2)c(C)o1,590.0
CHEMBL3653349,Cc1nc(C(=O)Nc2cccc(C3(C)COCC(N)=N3)c2)cs1,3800.0
CHEMBL3653350,CC1(c2cccc(NC(=O)c3ccc(O)nn3)c2)COCC(N)=N1,850.0
CHEMBL3653351,CC1(c2cccc(NC(=O)c3ccccn3)c2)COCC(N)=N1,3400.0
CHEMBL3653352,CC1(c2cccc(NC(=O)c3ccc(C#N)cn3)c2)COCC(N)=N1,160.0
CHEMBL3653353,CC1(c2cccc(NC(=O)c3cnc(-n4ccc(C(F)(F)F)n4)cn3)c2)COCC(N)=N1,9100.0
CHEMBL3653354,Cc1ccn(-c2cnc(C(=O)Nc3cccc(C4(C)COCC(N)=N4)c3)cn2)n1,9200.0
CHEMBL3653355,CC1(c2cccc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)c2)COCC(N)=N1,400.0
CHEMBL3653356,COc1cnc(C(=O)Nc2cccc(C3(C)COCC(N)=N3)c2)cn1,560.0
CHEMBL3653357,CC1(c2cccc(NC(=O)c3cnc(O)cn3)c2)COCC(N)=N1,2000.0
CHEMBL3653358,CC1(c2cccc(NC(=O)c3cc(Br)co3)c2)COCC(N)=N1,350.0
CHEMBL3653359,CC1(c2cccc(NC(=O)c3ccc(C(F)(F)F)cn3)c2)COCC(N)=N1,420.0
CHEMBL3653360,CC1(c2cccc(NC(=O)c3coc(C(F)(F)F)c3)c2)COCC(N)=N1,11000.0
CHEMBL3653361,CC1(c2cccc(NC(=O)c3ccc(Br)cc3)c2)COCC(N)=N1,970.0
CHEMBL3653362,CC1(c2cccc(NC(=O)C3CCCCC3)c2)COCC(N)=N1,130000.0
CHEMBL3653363,CC1(c2cccc(NC(=O)C3CCC(F)(F)CC3)c2)COCC(N)=N1,130000.0
CHEMBL3653364,Cc1ccc(C(=O)Nc2cccc(C3(C)COCC(N)=N3)c2)nc1,1400.0
CHEMBL3653365,CC1(c2cccc(NC(=O)c3cccnc3)c2)COCC(N)=N1,60000.0
CHEMBL3653366,Cc1cc(Br)cnc1C(=O)Nc1cccc([C@]2(C)COCC(=N)N2)c1,56.0
CHEMBL3653367,COc1ccc(C(=O)Nc2cccc([C@]3(C)COCC(N)=N3)c2)nc1,330.0
CHEMBL3653368,NC1=NC(CF)(c2cccc(NC(=O)c3ccc(Br)cn3)c2)COC1,160.0
CHEMBL3653369,NC1=NC(CF)(c2cc(Cl)cc(NC(=O)c3ccc(Br)cn3)c2)COC1,1400.0
CHEMBL3653370,NC1=N[C@](CF)(c2cccc(NC(=O)c3ccc(Br)cn3)c2)COC1,130.0
CHEMBL3653371,NC1=NC(c2cccc(NC(=O)c3ccc(Br)cn3)c2)(C(F)F)COC1,560.0
CHEMBL3639522,N#Cc1ccc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)nc1,350.0
CHEMBL3653372,Cc1cc(Br)cnc1C(=O)Nc1cccc(C2(C(F)F)COCC(N)=N2)c1,120.0
CHEMBL3653373,Cc1cnc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)cn1,10000.0
CHEMBL3653374,NC1=NC(c2cccc(NC(=O)c3ccc(C(F)(F)F)cn3)c2)(C(F)F)COC1,780.0
CHEMBL3653375,NC1=NC(c2cccc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)c2)(C(F)F)COC1,1000.0
CHEMBL3653376,Cc1cc(Cl)cnc1C(=O)Nc1cccc(C2(C(F)F)COCC(N)=N2)c1,350.0
CHEMBL3653377,NC1=NC(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)COC1,56.0
CHEMBL3653378,NC1=NC(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)COC1,62.0
CHEMBL3653379,NC1=N[C@@](c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)(C(F)F)COC1,71.0
CHEMBL3653380,NC1=N[C@@](c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)(C(F)F)COC1,56.0
CHEMBL3653381,Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,550.0
CHEMBL3653382,COc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)nc1,50.0
CHEMBL3653383,NC1=NC(c2cccc(NC(=O)c3ccc(Br)cn3)c2)(C(F)(F)F)COC1,420.0
CHEMBL3653384,C[C@@]1(c2cc(Br)cc(NC(=O)c3ncc(Br)cn3)c2)COCC(N)=N1,230.0
CHEMBL3653385,C[C@@]1(c2cc(Br)cc(NC(=O)c3ccc(Br)cn3)c2)COCC(N)=N1,180.0
CHEMBL3653386,C[C@@]1(c2cc(Br)cc(NC(=O)c3ccc(C#N)cn3)c2)COCC(N)=N1,380.0
CHEMBL3653387,C[C@@]1(c2cc(Br)cc(NC(=O)c3ccc(C(F)(F)F)cn3)c2)COCC(N)=N1,440.0
CHEMBL3653388,Cc1cc(Br)cnc1C(=O)Nc1cc(Br)cc([C@]2(C)COCC(N)=N2)c1,84.0
CHEMBL3653389,C[C@@]1(c2cc(Br)cc(NC(=O)c3ccc(Cl)cn3)c2)COCC(N)=N1,101.0
CHEMBL3653390,Cc1cnc(C(=O)Nc2cc(Br)cc([C@]3(C)COCC(N)=N3)c2)cn1,1700.0
CHEMBL3653391,Cc1nc(C(=O)Nc2cc(Br)cc([C@]3(C)COCC(N)=N3)c2)c(C)o1,780.0
CHEMBL3653392,Cc1nc(C(=O)Nc2cc(Br)cc([C@]3(C)COCC(N)=N3)c2)co1,240.0
CHEMBL3653393,CC1(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)COCC(N)=N1,58.0
CHEMBL3653394,Cc1cnc(C(=O)Nc2ccc(F)c(C3(C)COCC(N)=N3)c2)cn1,1970.0
CHEMBL3653395,CC1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)COCC(N)=N1,95.0
CHEMBL3653396,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COCC(N)=N1,110.0
CHEMBL3653397,Cc1cc(Br)cnc1C(=O)Nc1ccc(F)c(C2(C)COCC(N)=N2)c1,40.0
CHEMBL3653398,CC1(c2cc(NC(=O)c3ccc(C(N)=O)cn3)ccc2F)COCC(N)=N1,1200.0
CHEMBL3653399,C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)CO[C@@](C)(C(F)(F)F)C(N)=N1,20.0
CHEMBL3653400,COc1ccc(C(=O)Nc2cccc([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)c2)nc1,100.0
CHEMBL3653401,C[C@@]1(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,11.0
CHEMBL3653402,COc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)c2)nc1,9.0
CHEMBL3653403,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,34.0
CHEMBL3653404,C[C@@]1(c2cc(NC(=O)c3ncc(Br)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,16.0
CHEMBL3653405,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,26.0
CHEMBL3653406,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)c2)cn1,79.0
CHEMBL3653407,C[C@H]1OC[C@](c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)(C(F)F)N=C1N,130.0
CHEMBL3653408,C[C@@H]1OC[C@](c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)(C(F)F)N=C1N,46.0
CHEMBL3653409,C[C@H]1OC[C@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)N=C1N,92.0
CHEMBL3653410,C[C@@H]1OC[C@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)N=C1N,38.0
CHEMBL3653411,CC1(C)OCC(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)(C(F)F)N=C1N,120.0
CHEMBL3653412,CC1(C)OCC(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)N=C1N,74.0
CHEMBL3653413,NC1=NC(c2cc(NC(=O)c3ccc(Br)cn3)c(F)cc2F)(C(F)F)COC1,1100.0
CHEMBL3653414,N#Cc1ccc(C(=O)Nc2cc(C3(C(F)F)COCC(N)=N3)c(F)cc2F)nc1,3000.0
CHEMBL3653415,COc1cc(Br)cnc1C(=O)Nc1cc(C2(C(F)F)COCC(N)=N2)c(F)cc1F,2900.0
CHEMBL3653416,NC1=NC(c2cc(NC(=O)c3ncc(Br)cc3O)c(F)cc2F)(C(F)F)COC1,930.0
CHEMBL3653417,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COC1,26.0
CHEMBL3653418,NC1=NC(CF)(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)COC1,44.0
CHEMBL3653419,NC1=NC(CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COC1,57.0
CHEMBL3653420,NC1=NC(CF)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)COC1,33.0
CHEMBL3653421,N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(CF)COCC(N)=N3)c2)nc1,94.0
CHEMBL3653422,Cc1cc(Br)cnc1C(=O)Nc1ccc(F)c(C2(CF)COCC(N)=N2)c1,39.0
CHEMBL3653423,Cc1cc(Br)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)COCC(N)=N2)c1,15.0
CHEMBL3653424,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Br)cc3O)ccc2F)COC1,22.0
CHEMBL3653425,COc1cc(Br)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)COCC(N)=N2)c1,390.0
CHEMBL3653426,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)CCOCC(N)=N3)c2)nc1,27.0
CHEMBL3653427,NC1=N[C@@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)CCOC1,18.0
CHEMBL3653428,N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(C(F)(F)F)CCOCC(N)=N3)c2)nc1,240.0
CHEMBL3653429,NC1=NC(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)(F)F)CCOC1,140.0
CHEMBL3653430,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)COCC1(F)F,34.0
CHEMBL3653431,CC1(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)N=C(N)COCC1(F)F,30.0
CHEMBL3653432,NC1=NC(c2cccc(NC(=O)c3cc(Br)co3)c2)(C(F)F)COC1,890.0
CHEMBL3653433,NC1=NC(c2cccc(NC(=O)c3ccc(O)nn3)c2)(C(F)F)COC1,7800.0
CHEMBL3653434,Cc1nc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)co1,1500.0
CHEMBL3653435,CCc1nc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)co1,5200.0
CHEMBL3653436,Cc1nc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)c(C)o1,4000.0
CHEMBL3653437,COc1cc(Br)cnc1C(=O)Nc1cccc(C2(C(F)F)COCC(N)=N2)c1,820.0
CHEMBL3653438,NC1=NC(c2cccc(NC(=O)c3ncc(Br)cc3O)c2)(C(F)F)COC1,28.0
CHEMBL3653439,COCCOc1cnc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)cn1,1200.0
CHEMBL3653440,NC1=NC(c2cccc(NC(=O)c3cnc(C(F)F)cn3)c2)(C(F)F)COC1,1900.0
CHEMBL3653441,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)(C(F)F)COC1,25.0
CHEMBL3653442,NC1=N[C@@](c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)(C(F)F)COC1,120.0
CHEMBL3653443,Cc1c(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)oc2ccc(Br)cc12,6.0
CHEMBL3653444,NC1=N[C@@](c2cc(NC(=O)c3ncc(Br)cc3Cl)ccc2F)(C(F)F)COC1,18.0
CHEMBL3653445,NC1=N[C@@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)COC1,14.0
CHEMBL3653446,NC1=N[C@@](c2cc(NC(=O)c3ncc(Br)cc3O)ccc2F)(C(F)F)COC1,10.0
CHEMBL3653447,CCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)nc1,180.0
CHEMBL3653448,NC1=N[C@@](c2cc(NC(=O)c3ncc(Br)cn3)ccc2F)(C(F)F)COC1,36.0
CHEMBL3653449,NC1=N[C@@](c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)(C(F)F)COC1,200.0
CHEMBL3653450,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCC(F)F)cn3)ccc2F)(C(F)F)COC1,97.0
CHEMBL3653451,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F)(C(F)F)COC1,25.0
CHEMBL3653452,NC1=N[C@@](c2cc(NC(=O)c3cc(Br)co3)ccc2F)(C(F)F)COC1,78.0
CHEMBL3653453,NC1=N[C@@](c2cc(NC(=O)c3cc4ccccn4n3)ccc2F)(C(F)F)COC1,740.0
CHEMBL3653454,Cc1nc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)co1,98.0
CHEMBL3653455,Cc1nc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(C)o1,170.0
CHEMBL3653456,NC1=N[C@@](c2cc(NC(=O)c3cn4ccccc4n3)ccc2F)(C(F)F)COC1,2200.0
CHEMBL3653457,COc1cc(Br)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,93.0
CHEMBL3653458,CCc1nc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)co1,330.0
CHEMBL3653459,NC1=N[C@@](c2cc(NC(=O)c3ccc(C(F)F)cn3)ccc2F)(C(F)F)COC1,87.0
CHEMBL3653460,Cn1ccnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,1000.0
CHEMBL3653461,NC1=N[C@@](c2cc(NC(=O)c3ccc(O)nn3)ccc2F)(C(F)F)COC1,260.0
CHEMBL3653462,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,45.0
CHEMBL3653463,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCCF)cn3)ccc2F)(C(F)F)COC1,130.0
CHEMBL3653464,NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)COC1,30.0
CHEMBL3653465,NC1=N[C@@](c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)(C(F)F)COC1,42.0
CHEMBL3653466,NC1=N[C@@](c2cc(NC(=O)c3ccc(OCF)cn3)ccc2F)(C(F)F)COC1,75.0
CHEMBL3653467,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)(C(F)F)COC1,43.0
CHEMBL3653468,NC1=N[C@@](c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)(C(F)F)COC1,33.0
CHEMBL3653469,Cc1cc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)n[nH]1,820.0
CHEMBL3653470,Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,110.0
CHEMBL3639523,NC1=N[C@@](c2cc(NC(=O)c3cnc(O)cn3)ccc2F)(C(F)F)COC1,340.0
CHEMBL3653471,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,100.0
CHEMBL3653472,Cc1nc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cs1,940.0
CHEMBL3653473,Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)s1,700.0
CHEMBL3653474,Cn1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)n1,290.0
CHEMBL3653475,Cn1cc([N+](=O)[O-])c(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)n1,1200.0
CHEMBL3653476,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,8.0
CHEMBL3653477,CC1(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)COCC1(F)F,120.0
